,ID,Response
686,51569,0
687,51570,0
688,51571,0
689,51572,1
690,51573,0
691,51574,0
692,51575,0
693,51576,0
694,51577,0
695,51578,1
696,51579,0
697,51580,1
698,51581,0
699,51582,0
700,51583,0
701,51584,0
702,51585,1
703,51586,0
704,51587,1
705,51588,1
706,51589,0
707,51590,0
708,51591,0
709,51592,0
710,51593,0
711,51594,1
712,51595,0
713,51596,0
714,51597,0
715,51598,0
716,51599,0
717,51600,0
718,51601,1
719,51602,1
720,51603,0
721,51604,0
722,51605,0
723,51606,0
724,51607,1
725,51608,1
726,51609,0
727,51610,1
728,51611,1
729,51612,1
730,51613,1
731,51614,0
732,51615,0
733,51616,0
734,51617,1
735,51618,1
736,51619,0
737,51620,1
738,51621,0
739,51622,0
740,51623,1
741,51624,0
742,51625,0
743,51626,1
744,51627,0
745,51628,1
746,51629,1
747,51630,0
748,51631,0
749,51632,0
750,51633,0
751,51634,0
752,51635,0
753,51636,1
754,51637,1
755,51638,1
756,51639,0
757,51640,0
758,51641,0
759,51642,0
760,51643,1
761,51644,0
762,51645,0
763,51646,1
764,51647,0
765,51648,0
766,51649,0
767,51650,1
768,51651,0
769,51652,0
770,51653,1
771,51654,0
772,51655,0
773,51656,0
774,51657,0
775,51658,0
776,51659,0
777,51660,0
778,51661,0
779,51662,0
780,51663,0
781,51664,0
782,51665,0
783,51666,0
784,51667,1
785,51668,0
786,51669,1
787,51670,0
788,51671,0
789,51672,1
790,51673,0
791,51674,0
792,51675,0
793,51676,1
794,51677,0
795,51678,0
796,51679,0
797,51680,0
798,51681,1
799,51682,0
800,51683,0
801,51684,1
802,51685,0
803,51686,0
804,51687,0
805,51688,0
806,51689,1
807,51690,0
808,51691,0
809,51692,0
810,51693,0
811,51694,0
812,51695,0
813,51696,1
814,51697,0
815,51698,0
816,51699,0
817,51700,1
818,51701,0
819,51702,0
820,51703,0
821,51704,0
822,51705,0
823,51706,0
824,51707,1
825,51708,0
826,51709,0
827,51710,1
828,51711,0
829,51712,0
830,51713,0
831,51714,0
832,51715,0
833,51716,1
834,51717,0
835,51718,0
836,51719,1
837,51720,1
838,51721,0
839,51722,0
840,51723,1
841,51724,0
842,51725,0
843,51726,0
844,51727,1
845,51728,1
846,51729,0
847,51730,1
848,51731,0
849,51732,0
850,51733,0
851,51734,0
852,51735,0
853,51736,1
854,51737,0
855,51738,0
856,51739,0
857,51740,0
858,51741,0
859,51742,0
860,51743,0
861,51744,0
862,51745,0
863,51746,0
864,51747,0
865,51748,0
866,51749,0
867,51750,0
868,51751,0
869,51752,0
870,51753,1
871,51754,0
872,51755,0
873,51756,0
874,51757,1
875,51758,1
876,51759,1
877,51760,1
878,51761,1
879,51762,0
880,51763,0
881,51764,0
882,51765,1
883,51766,0
884,51767,1
885,51768,0
886,51769,1
887,51770,1
888,51771,1
889,51772,0
890,51773,1
891,51774,0
892,51775,0
893,51776,0
894,51777,1
895,51778,0
896,51779,1
897,51780,0
898,51781,0
899,51782,0
900,51783,1
901,51784,1
902,51785,0
903,51786,0
904,51787,0
905,51788,0
906,51789,0
907,51790,1
908,51791,0
909,51792,0
910,51793,1
911,51794,0
912,51795,0
913,51796,0
914,51797,0
915,51798,1
916,51799,0
917,51800,1
918,51801,0
919,51802,1
920,51803,0
921,51804,1
922,51805,0
923,51806,0
924,51807,0
925,51808,0
926,51809,0
927,51810,0
928,51811,0
929,51812,0
930,51813,0
931,51814,0
932,51815,0
933,51816,0
934,51817,1
935,51818,0
936,51819,1
937,51820,1
938,51821,0
939,51822,0
940,51823,0
941,51824,0
942,51825,1
943,51826,0
944,51827,0
945,51828,0
946,51829,0
947,51830,0
948,51831,0
949,51832,1
950,51833,0
951,51834,0
952,51835,0
953,51836,0
954,51837,0
955,51838,1
956,51839,1
957,51840,0
958,51841,0
959,51842,0
960,51843,0
961,51844,0
962,51845,0
963,51846,1
964,51847,0
965,51848,0
966,51849,0
967,51850,0
968,51851,1
969,51852,0
970,51853,0
971,51854,0
972,51855,1
973,51856,0
974,51857,0
975,51858,1
976,51859,0
977,51860,0
978,51861,0
979,51862,0
980,51863,0
981,51864,1
982,51865,0
983,51866,0
984,51867,0
985,51868,0
986,51869,0
987,51870,0
988,51871,0
989,51872,0
990,51873,0
991,51874,0
992,51875,1
993,51876,0
994,51877,0
995,51878,0
996,51879,1
997,51880,1
998,51881,0
999,51882,0
1000,51883,0
1001,51884,0
1002,51885,0
1003,51886,0
1004,51887,0
1005,51888,0
1006,51889,0
1007,51890,0
1008,51891,0
1009,51892,0
1010,51893,0
1011,51894,0
1012,51895,1
1013,51896,1
1014,51897,1
1015,51898,0
1016,51899,0
1017,51900,0
1018,51901,1
1019,51902,0
1020,51903,0
1021,51904,0
1022,51905,1
1023,51906,1
1024,51907,0
1025,51908,0
1026,51909,1
1027,51910,0
1028,51911,0
1029,51912,0
1030,51913,0
1031,51914,0
1032,51915,0
1033,51916,0
1034,51917,1
1035,51918,0
1036,51919,0
1037,51920,1
1038,51921,1
1039,51922,0
1040,51923,0
1041,51924,0
1042,51925,0
1043,51926,0
1044,51927,0
1045,51928,0
1046,51929,0
1047,51930,0
1048,51931,1
1049,51932,0
1050,51933,0
1051,51934,0
1052,51935,0
1053,51936,1
1054,51937,0
1055,51938,0
1056,51939,0
1057,51940,0
1058,51941,1
1059,51942,1
1060,51943,0
1061,51944,1
1062,51945,0
1063,51946,0
1064,51947,1
1065,51948,0
1066,51949,0
1067,51950,0
1068,51951,0
1069,51952,0
1070,51953,0
1071,51954,0
1072,51955,0
1073,51956,1
1074,51957,1
1075,51958,0
1076,51959,1
1077,51960,0
1078,51961,0
1079,51962,0
1080,51963,0
1081,51964,0
1082,51965,0
1083,51966,0
1084,51967,1
1085,51968,0
1086,51969,0
1087,51970,0
1088,51971,0
1089,51972,0
1090,51973,0
1091,51974,1
1092,51975,0
1093,51976,0
1094,51977,1
1095,51978,0
1096,51979,1
1097,51980,0
1098,51981,1
1099,51982,0
1100,51983,0
1101,51984,1
1102,51985,0
1103,51986,0
1104,51987,0
1105,51988,0
1106,51989,1
1107,51990,0
1108,51991,0
1109,51992,0
1110,51993,1
1111,51994,0
1112,51995,1
1113,51996,0
1114,51997,1
1115,51998,0
1116,51999,1
1117,52000,0
1118,52001,0
1119,52002,1
1120,52003,1
1121,52004,0
1122,52005,0
1123,52006,1
1124,52007,0
1125,52008,0
1126,52009,1
1127,52010,0
1128,52011,0
1129,52012,0
1130,52013,1
1131,52014,0
1132,52015,0
1133,52016,0
1134,52017,1
1135,52018,0
1136,52019,0
1137,52020,0
1138,52021,0
1139,52022,0
1140,52023,0
1141,52024,0
1142,52025,0
1143,52026,0
1144,52027,0
1145,52028,0
1146,52029,1
1147,52030,0
1148,52031,1
1149,52032,0
1150,52033,0
1151,52034,1
1152,52035,1
1153,52036,1
1154,52037,1
1155,52038,0
1156,52039,1
1157,52040,0
1158,52041,1
1159,52042,0
1160,52043,0
1161,52044,1
1162,52045,0
1163,52046,0
1164,52047,0
1165,52048,1
1166,52049,0
1167,52050,1
1168,52051,0
1169,52052,0
1170,52053,0
1171,52054,0
1172,52055,0
1173,52056,0
1174,52057,0
1175,52058,0
1176,52059,0
1177,52060,0
1178,52061,0
1179,52062,1
1180,52063,0
1181,52064,0
1182,52065,1
1183,52066,0
1184,52067,1
1185,52068,0
1186,52069,1
1187,52070,0
1188,52071,0
1189,52072,0
1190,52073,0
1191,52074,0
1192,52075,1
1193,52076,0
1194,52077,1
1195,52078,0
1196,52079,0
1197,52080,0
1198,52081,0
1199,52082,0
1200,52083,0
1201,52084,1
1202,52085,0
1203,52086,0
1204,52087,1
1205,52088,0
1206,52089,1
1207,52090,1
1208,52091,0
1209,52092,1
1210,52093,0
1211,52094,0
1212,52095,0
1213,52096,0
1214,52097,0
1215,52098,0
1216,52099,1
1217,52100,0
1218,52101,0
1219,52102,0
1220,52103,0
1221,52104,1
1222,52105,1
1223,52106,0
1224,52107,0
1225,52108,0
1226,52109,0
1227,52110,1
1228,52111,1
1229,52112,0
1230,52113,1
1231,52114,0
1232,52115,0
1233,52116,0
1234,52117,0
1235,52118,1
1236,52119,0
1237,52120,0
1238,52121,0
1239,52122,0
1240,52123,0
1241,52124,1
1242,52125,0
1243,52126,0
1244,52127,0
1245,52128,0
1246,52129,1
1247,52130,0
1248,52131,0
1249,52132,0
1250,52133,0
1251,52134,0
1252,52135,1
1253,52136,0
1254,52137,0
1255,52138,0
1256,52139,0
1257,52140,0
1258,52141,1
1259,52142,0
1260,52143,0
1261,52144,0
1262,52145,0
1263,52146,1
1264,52147,0
1265,52148,0
1266,52149,0
1267,52150,0
1268,52151,0
1269,52152,0
1270,52153,0
1271,52154,0
1272,52155,0
1273,52156,1
1274,52157,0
1275,52158,1
1276,52159,0
1277,52160,1
1278,52161,1
1279,52162,0
1280,52163,0
1281,52164,0
1282,52165,0
1283,52166,0
1284,52167,0
1285,52168,0
1286,52169,1
1287,52170,0
1288,52171,1
1289,52172,0
1290,52173,1
1291,52174,0
1292,52175,0
1293,52176,0
1294,52177,0
1295,52178,1
1296,52179,0
1297,52180,1
1298,52181,1
1299,52182,1
1300,52183,0
1301,52184,1
1302,52185,1
1303,52186,0
1304,52187,0
1305,52188,0
1306,52189,0
1307,52190,0
1308,52191,0
1309,52192,0
1310,52193,0
1311,52194,1
1312,52195,0
1313,52196,0
1314,52197,0
1315,52198,0
1316,52199,0
1317,52200,0
1318,52201,1
1319,52202,0
1320,52203,0
1321,52204,0
1322,52205,0
1323,52206,1
1324,52207,0
1325,52208,0
1326,52209,0
1327,52210,0
1328,52211,1
1329,52212,0
1330,52213,1
1331,52214,0
1332,52215,0
1333,52216,0
1334,52217,0
1335,52218,0
1336,52219,0
1337,52220,0
1338,52221,1
1339,52222,1
1340,52223,0
1341,52224,1
1342,52225,0
1343,52226,0
1344,52227,1
1345,52228,0
1346,52229,1
1347,52230,0
1348,52231,0
1349,52232,1
1350,52233,0
1351,52234,1
1352,52235,0
1353,52236,1
1354,52237,1
1355,52238,0
1356,52239,0
1357,52240,0
1358,52241,0
1359,52242,0
1360,52243,0
1361,52244,0
1362,52245,0
1363,52246,1
1364,52247,0
1365,52248,0
1366,52249,0
1367,52250,0
1368,52251,0
1369,52252,1
1370,52253,0
1371,52254,1
1372,52255,0
1373,52256,0
1374,52257,0
1375,52258,0
1376,52259,0
1377,52260,0
1378,52261,0
1379,52262,0
1380,52263,0
1381,52264,1
1382,52265,0
1383,52266,0
1384,52267,0
1385,52268,0
1386,52269,0
1387,52270,1
1388,52271,0
1389,52272,0
1390,52273,0
1391,52274,0
1392,52275,0
1393,52276,1
1394,52277,0
1395,52278,0
1396,52279,0
1397,52280,0
1398,52281,1
1399,52282,0
1400,52283,0
1401,52284,0
1402,52285,0
1403,52286,1
1404,52287,0
1405,52288,0
1406,52289,0
1407,52290,0
1408,52291,0
1409,52292,0
1410,52293,0
1411,52294,0
1412,52295,1
1413,52296,0
1414,52297,1
1415,52298,0
1416,52299,0
1417,52300,0
1418,52301,1
1419,52302,0
1420,52303,0
1421,52304,0
1422,52305,0
1423,52306,0
1424,52307,1
1425,52308,0
1426,52309,0
1427,52310,1
1428,52311,0
1429,52312,1
1430,52313,1
1431,52314,0
1432,52315,0
1433,52316,0
1434,52317,0
1435,52318,0
1436,52319,0
1437,52320,0
1438,52321,1
1439,52322,0
1440,52323,0
1441,52324,0
1442,52325,0
1443,52326,0
1444,52327,1
1445,52328,1
1446,52329,0
1447,52330,0
1448,52331,0
1449,52332,0
1450,52333,0
1451,52334,0
1452,52335,0
1453,52336,0
1454,52337,0
1455,52338,0
1456,52339,0
1457,52340,0
1458,52341,0
1459,52342,0
1460,52343,0
1461,52344,0
1462,52345,0
1463,52346,0
1464,52347,0
1465,52348,1
1466,52349,0
1467,52350,0
1468,52351,0
1469,52352,0
1470,52353,0
1471,52354,0
1472,52355,1
1473,52356,1
1474,52357,0
1475,52358,0
1476,52359,0
1477,52360,0
1478,52361,0
1479,52362,1
1480,52363,0
1481,52364,0
1482,52365,0
1483,52366,0
1484,52367,0
1485,52368,0
1486,52369,0
1487,52370,0
1488,52371,0
1489,52372,1
1490,52373,1
1491,52374,0
1492,52375,0
1493,52376,0
1494,52377,0
1495,52378,0
1496,52379,1
1497,52380,0
1498,52381,0
1499,52382,0
1500,52383,0
1501,52384,0
1502,52385,1
1503,52386,1
1504,52387,0
1505,52388,1
1506,52389,0
1507,52390,0
1508,52391,1
1509,52392,1
1510,52393,0
1511,52394,0
1512,52395,0
1513,52396,1
1514,52397,0
1515,52398,0
1516,52399,0
1517,52400,0
1518,52401,1
1519,52402,1
1520,52403,0
1521,52404,1
1522,52405,0
1523,52406,1
1524,52407,1
1525,52408,0
1526,52409,0
1527,52410,1
1528,52411,0
1529,52412,0
1530,52413,0
1531,52414,0
1532,52415,0
1533,52416,1
1534,52417,0
1535,52418,0
1536,52419,0
1537,52420,0
1538,52421,0
1539,52422,1
1540,52423,0
1541,52424,0
1542,52425,0
1543,52426,0
1544,52427,0
1545,52428,0
1546,52429,0
1547,52430,0
1548,52431,1
1549,52432,0
1550,52433,0
1551,52434,0
1552,52435,0
1553,52436,0
1554,52437,0
1555,52438,0
1556,52439,0
1557,52440,0
1558,52441,0
1559,52442,0
1560,52443,1
1561,52444,0
1562,52445,1
1563,52446,1
1564,52447,0
1565,52448,0
1566,52449,0
1567,52450,0
1568,52451,0
1569,52452,0
1570,52453,0
1571,52454,0
1572,52455,0
1573,52456,1
1574,52457,0
1575,52458,1
1576,52459,0
1577,52460,0
1578,52461,0
1579,52462,0
1580,52463,0
1581,52464,1
1582,52465,1
1583,52466,1
1584,52467,0
1585,52468,1
1586,52469,0
1587,52470,1
1588,52471,0
1589,52472,0
1590,52473,1
1591,52474,0
1592,52475,0
1593,52476,1
1594,52477,1
1595,52478,0
1596,52479,0
1597,52480,0
1598,52481,0
1599,52482,0
1600,52483,1
1601,52484,0
1602,52485,1
1603,52486,0
1604,52487,0
1605,52488,0
1606,52489,0
1607,52490,0
1608,52491,0
1609,52492,0
1610,52493,0
1611,52494,0
1612,52495,0
1613,52496,0
1614,52497,0
1615,52498,0
1616,52499,0
1617,52500,0
1618,52501,0
1619,52502,0
1620,52503,0
1621,52504,1
1622,52505,0
1623,52506,1
1624,52507,0
1625,52508,1
1626,52509,0
1627,52510,0
1628,52511,0
1629,52512,1
1630,52513,0
1631,52514,1
1632,52515,1
1633,52516,0
1634,52517,0
1635,52518,0
1636,52519,0
1637,52520,0
1638,52521,0
1639,52522,0
1640,52523,0
1641,52524,0
1642,52525,1
1643,52526,0
1644,52527,0
1645,52528,0
1646,52529,0
1647,52530,0
1648,52531,0
1649,52532,1
1650,52533,0
1651,52534,1
1652,52535,0
1653,52536,0
1654,52537,0
1655,52538,1
1656,52539,0
1657,52540,0
1658,52541,0
1659,52542,0
1660,52543,0
1661,52544,0
1662,52545,1
1663,52546,0
1664,52547,0
1665,52548,1
1666,52549,0
1667,52550,1
1668,52551,1
1669,52552,0
1670,52553,1
1671,52554,0
1672,52555,0
1673,52556,0
1674,52557,1
1675,52558,0
1676,52559,0
1677,52560,1
1678,52561,0
1679,52562,1
1680,52563,0
1681,52564,0
1682,52565,0
1683,52566,0
1684,52567,0
1685,52568,1
1686,52569,0
1687,52570,0
1688,52571,0
1689,52572,0
1690,52573,0
1691,52574,0
1692,52575,0
1693,52576,1
1694,52577,0
1695,52578,0
1696,52579,0
1697,52580,0
1698,52581,0
1699,52582,0
1700,52583,1
1701,52584,0
1702,52585,1
1703,52586,1
1704,52587,0
1705,52588,0
1706,52589,0
1707,52590,0
1708,52591,0
1709,52592,0
1710,52593,1
1711,52594,0
1712,52595,1
1713,52596,1
1714,52597,0
1715,52598,0
1716,52599,0
1717,52600,0
1718,52601,0
1719,52602,0
1720,52603,1
1721,52604,0
1722,52605,0
1723,52606,1
1724,52607,0
1725,52608,0
1726,52609,0
1727,52610,0
1728,52611,1
1729,52612,1
1730,52613,0
1731,52614,0
1732,52615,0
1733,52616,0
1734,52617,1
1735,52618,1
1736,52619,0
1737,52620,0
1738,52621,1
1739,52622,0
1740,52623,0
1741,52624,1
1742,52625,0
1743,52626,0
1744,52627,0
1745,52628,0
1746,52629,0
1747,52630,1
1748,52631,0
1749,52632,0
1750,52633,0
1751,52634,1
1752,52635,0
1753,52636,0
1754,52637,0
1755,52638,0
1756,52639,0
1757,52640,0
1758,52641,0
1759,52642,1
1760,52643,0
1761,52644,0
1762,52645,0
1763,52646,1
1764,52647,0
1765,52648,1
1766,52649,1
1767,52650,0
1768,52651,0
1769,52652,1
1770,52653,1
1771,52654,0
1772,52655,0
1773,52656,0
1774,52657,1
1775,52658,0
1776,52659,0
1777,52660,0
1778,52661,0
1779,52662,0
1780,52663,1
1781,52664,0
1782,52665,0
1783,52666,0
1784,52667,0
1785,52668,0
1786,52669,0
1787,52670,1
1788,52671,1
1789,52672,0
1790,52673,0
1791,52674,0
1792,52675,0
1793,52676,0
1794,52677,1
1795,52678,1
1796,52679,0
1797,52680,0
1798,52681,0
1799,52682,0
1800,52683,0
1801,52684,0
1802,52685,1
1803,52686,1
1804,52687,0
1805,52688,0
1806,52689,0
1807,52690,0
1808,52691,0
1809,52692,0
1810,52693,0
1811,52694,0
1812,52695,0
1813,52696,1
1814,52697,0
1815,52698,0
1816,52699,0
1817,52700,1
1818,52701,0
1819,52702,0
1820,52703,0
1821,52704,0
1822,52705,1
1823,52706,0
1824,52707,0
1825,52708,0
1826,52709,0
1827,52710,0
1828,52711,0
1829,52712,1
1830,52713,1
1831,52714,0
1832,52715,0
1833,52716,0
1834,52717,0
1835,52718,0
1836,52719,0
1837,52720,0
1838,52721,1
1839,52722,1
1840,52723,0
1841,52724,0
1842,52725,0
1843,52726,0
1844,52727,0
1845,52728,0
1846,52729,0
1847,52730,0
1848,52731,0
1849,52732,0
1850,52733,0
1851,52734,0
1852,52735,0
1853,52736,0
1854,52737,1
1855,52738,0
1856,52739,0
1857,52740,0
1858,52741,1
1859,52742,0
1860,52743,0
1861,52744,0
1862,52745,0
1863,52746,1
1864,52747,0
1865,52748,0
1866,52749,1
1867,52750,0
1868,52751,0
1869,52752,0
1870,52753,1
1871,52754,0
1872,52755,0
